,date,region,state,cases,deaths,new_cases_per_state,new_deaths_per_state
0,2020-02-26,Sudeste,SP,1,0,0,0
1,2020-02-27,Sudeste,SP,1,0,0,0
2,2020-02-28,Sudeste,SP,1,0,0,0
3,2020-02-29,Sudeste,SP,2,0,1,0
4,2020-03-01,Sudeste,SP,2,0,0,0
5,2020-03-02,Sudeste,SP,2,0,0,0
6,2020-03-03,Sudeste,SP,2,0,0,0
7,2020-03-04,Sudeste,SP,3,0,1,0
8,2020-03-05,Sudeste,RJ,1,0,0,0
9,2020-03-05,Sudeste,SP,6,0,3,0
10,2020-03-06,Nordeste,BA,1,0,0,0
11,2020-03-06,Sudeste,ES,1,0,0,0
12,2020-03-06,Sudeste,RJ,1,0,0,0
13,2020-03-06,Sudeste,SP,10,0,4,0
14,2020-03-07,Centro-Oeste,DF,1,0,0,0
15,2020-03-07,Nordeste,BA,2,0,1,0
16,2020-03-07,Sudeste,ES,1,0,0,0
17,2020-03-07,Sudeste,RJ,2,0,1,0
18,2020-03-07,Sudeste,SP,13,0,3,0
19,2020-03-08,Centro-Oeste,DF,1,0,0,0
20,2020-03-08,Nordeste,AL,1,0,0,0
21,2020-03-08,Nordeste,BA,2,0,0,0
22,2020-03-08,Sudeste,ES,1,0,0,0
23,2020-03-08,Sudeste,MG,1,0,0,0
24,2020-03-08,Sudeste,RJ,3,0,1,0
25,2020-03-08,Sudeste,SP,16,0,3,0
26,2020-03-09,Centro-Oeste,DF,1,0,0,0
27,2020-03-09,Nordeste,AL,1,0,0,0
28,2020-03-09,Nordeste,BA,2,0,0,0
29,2020-03-09,Sudeste,ES,1,0,0,0
30,2020-03-09,Sudeste,MG,1,0,0,0
31,2020-03-09,Sudeste,RJ,3,0,0,0
32,2020-03-09,Sudeste,SP,16,0,0,0
33,2020-03-10,Centro-Oeste,DF,1,0,0,0
34,2020-03-10,Nordeste,AL,1,0,0,0
35,2020-03-10,Nordeste,BA,2,0,0,0
36,2020-03-10,Sudeste,ES,1,0,0,0
37,2020-03-10,Sudeste,MG,1,0,0,0
38,2020-03-10,Sudeste,RJ,8,0,5,0
39,2020-03-10,Sudeste,SP,19,0,3,0
40,2020-03-10,Sul,RS,1,0,0,0
41,2020-03-11,Centro-Oeste,DF,2,0,1,0
42,2020-03-11,Nordeste,AL,1,0,0,0
43,2020-03-11,Nordeste,BA,2,0,0,0
44,2020-03-11,Sudeste,ES,1,0,0,0
45,2020-03-11,Sudeste,MG,1,0,0,0
46,2020-03-11,Sudeste,RJ,13,0,5,0
47,2020-03-11,Sudeste,SP,30,0,11,0
48,2020-03-11,Sul,RS,2,0,1,0
49,2020-03-12,Centro-Oeste,DF,2,0,0,0
50,2020-03-12,Nordeste,AL,1,0,0,0
51,2020-03-12,Nordeste,BA,2,0,0,0
52,2020-03-12,Nordeste,PE,2,0,0,0
53,2020-03-12,Sudeste,ES,1,0,0,0
54,2020-03-12,Sudeste,MG,1,0,0,0
55,2020-03-12,Sudeste,RJ,16,0,3,0
56,2020-03-12,Sudeste,SP,42,0,12,0
57,2020-03-12,Sul,PR,6,0,0,0
58,2020-03-12,Sul,RS,4,0,2,0
59,2020-03-13,Centro-Oeste,DF,2,0,0,0
60,2020-03-13,Centro-Oeste,GO,3,0,0,0
61,2020-03-13,Nordeste,AL,1,0,0,0
62,2020-03-13,Nordeste,BA,2,0,0,0
63,2020-03-13,Nordeste,PE,2,0,0,0
64,2020-03-13,Nordeste,RN,1,0,0,0
65,2020-03-13,Sudeste,ES,1,0,0,0
66,2020-03-13,Sudeste,MG,2,0,1,0
67,2020-03-13,Sudeste,RJ,16,0,0,0
68,2020-03-13,Sudeste,SP,56,0,14,0
69,2020-03-13,Sul,PR,6,0,0,0
70,2020-03-13,Sul,RS,4,0,0,0
71,2020-03-13,Sul,SC,2,0,0,0
72,2020-03-14,Centro-Oeste,DF,6,0,4,0
73,2020-03-14,Centro-Oeste,GO,3,0,0,0
74,2020-03-14,Nordeste,AL,1,0,0,0
75,2020-03-14,Nordeste,BA,2,0,0,0
76,2020-03-14,Nordeste,PE,2,0,0,0
77,2020-03-14,Nordeste,RN,1,0,0,0
78,2020-03-14,Sudeste,ES,1,0,0,0
79,2020-03-14,Sudeste,MG,2,0,0,0
80,2020-03-14,Sudeste,RJ,22,0,6,0
81,2020-03-14,Sudeste,SP,65,0,9,0
82,2020-03-14,Sul,PR,6,0,0,0
83,2020-03-14,Sul,RS,6,0,2,0
84,2020-03-14,Sul,SC,4,0,2,0
85,2020-03-15,Centro-Oeste,DF,8,0,2,0
86,2020-03-15,Centro-Oeste,GO,3,0,0,0
87,2020-03-15,Nordeste,AL,1,0,0,0
88,2020-03-15,Nordeste,BA,2,0,0,0
89,2020-03-15,Nordeste,PE,2,0,0,0
90,2020-03-15,Nordeste,RN,1,0,0,0
91,2020-03-15,Nordeste,SE,1,0,0,0
92,2020-03-15,Norte,AM,1,0,0,0
93,2020-03-15,Sudeste,ES,1,0,0,0
94,2020-03-15,Sudeste,MG,2,0,0,0
95,2020-03-15,Sudeste,RJ,24,0,2,0
96,2020-03-15,Sudeste,SP,136,0,71,0
97,2020-03-15,Sul,PR,6,0,0,0
98,2020-03-15,Sul,RS,6,0,0,0
99,2020-03-15,Sul,SC,6,0,2,0
100,2020-03-16,Centro-Oeste,DF,13,0,5,0
101,2020-03-16,Centro-Oeste,GO,3,0,0,0
102,2020-03-16,Centro-Oeste,MS,2,0,0,0
103,2020-03-16,Nordeste,AL,1,0,0,0
104,2020-03-16,Nordeste,BA,2,0,0,0
105,2020-03-16,Nordeste,PE,2,0,0,0
106,2020-03-16,Nordeste,RN,1,0,0,0
107,2020-03-16,Nordeste,SE,1,0,0,0
108,2020-03-16,Norte,AM,1,0,0,0
109,2020-03-16,Sudeste,ES,1,0,0,0
110,2020-03-16,Sudeste,MG,5,0,3,0
111,2020-03-16,Sudeste,RJ,31,0,7,0
112,2020-03-16,Sudeste,SP,152,0,16,0
113,2020-03-16,Sul,PR,6,0,0,0
114,2020-03-16,Sul,RS,6,0,0,0
115,2020-03-16,Sul,SC,7,0,1,0
116,2020-03-17,Centro-Oeste,DF,22,0,9,0
117,2020-03-17,Centro-Oeste,GO,6,0,3,0
118,2020-03-17,Centro-Oeste,MS,4,0,2,0
119,2020-03-17,Nordeste,AL,1,0,0,0
120,2020-03-17,Nordeste,BA,3,0,1,0
121,2020-03-17,Nordeste,CE,5,0,0,0
122,2020-03-17,Nordeste,PE,16,0,14,0
123,2020-03-17,Nordeste,RN,1,0,0,0
124,2020-03-17,Nordeste,SE,4,0,3,0
125,2020-03-17,Norte,AM,1,0,0,0
126,2020-03-17,Sudeste,ES,1,0,0,0
127,2020-03-17,Sudeste,MG,7,0,2,0
128,2020-03-17,Sudeste,RJ,33,0,2,0
129,2020-03-17,Sudeste,SP,164,1,12,1
130,2020-03-17,Sul,PR,6,0,0,0
131,2020-03-17,Sul,RS,10,0,4,0
132,2020-03-17,Sul,SC,7,0,0,0
133,2020-03-18,Centro-Oeste,DF,26,0,4,0
134,2020-03-18,Centro-Oeste,GO,8,0,2,0
135,2020-03-18,Centro-Oeste,MS,7,0,3,0
136,2020-03-18,Nordeste,AL,1,0,0,0
137,2020-03-18,Nordeste,BA,3,0,0,0
138,2020-03-18,Nordeste,CE,9,0,4,0
139,2020-03-18,Nordeste,PE,16,0,0,0
140,2020-03-18,Nordeste,RN,1,0,0,0
141,2020-03-18,Nordeste,SE,5,0,1,0
142,2020-03-18,Norte,AM,1,0,0,0
143,2020-03-18,Sudeste,ES,9,0,8,0
144,2020-03-18,Sudeste,MG,15,0,8,0
145,2020-03-18,Sudeste,RJ,45,0,12,0
146,2020-03-18,Sudeste,SP,240,4,76,3
147,2020-03-18,Sul,PR,13,0,7,0
148,2020-03-18,Sul,RS,19,0,9,0
149,2020-03-18,Sul,SC,10,0,3,0
150,2020-03-19,Centro-Oeste,DF,42,0,16,0
151,2020-03-19,Centro-Oeste,GO,12,0,4,0
152,2020-03-19,Centro-Oeste,MS,7,0,0,0
153,2020-03-19,Nordeste,AL,4,0,3,0
154,2020-03-19,Nordeste,BA,30,0,27,0
155,2020-03-19,Nordeste,CE,20,0,11,0
156,2020-03-19,Nordeste,PB,1,0,0,0
157,2020-03-19,Nordeste,PE,28,0,12,0
158,2020-03-19,Nordeste,RN,1,0,0,0
159,2020-03-19,Nordeste,SE,6,0,1,0
160,2020-03-19,Norte,AC,3,0,0,0
161,2020-03-19,Norte,AM,3,0,2,0
162,2020-03-19,Norte,PA,1,0,0,0
163,2020-03-19,Norte,TO,1,0,0,0
164,2020-03-19,Sudeste,ES,11,0,2,0
165,2020-03-19,Sudeste,MG,29,0,14,0
166,2020-03-19,Sudeste,RJ,65,2,20,2
167,2020-03-19,Sudeste,SP,286,4,46,0
168,2020-03-19,Sul,PR,23,0,10,0
169,2020-03-19,Sul,RS,28,0,9,0
170,2020-03-19,Sul,SC,20,0,10,0
171,2020-03-20,Centro-Oeste,DF,87,0,45,0
172,2020-03-20,Centro-Oeste,GO,15,0,3,0
173,2020-03-20,Centro-Oeste,MS,9,0,2,0
174,2020-03-20,Centro-Oeste,MT,1,0,0,0
175,2020-03-20,Nordeste,AL,5,0,1,0
176,2020-03-20,Nordeste,BA,33,0,3,0
177,2020-03-20,Nordeste,CE,55,0,35,0
178,2020-03-20,Nordeste,PB,1,0,0,0
179,2020-03-20,Nordeste,PE,30,0,2,0
180,2020-03-20,Nordeste,PI,3,0,0,0
181,2020-03-20,Nordeste,RN,1,0,0,0
182,2020-03-20,Nordeste,SE,6,0,0,0
183,2020-03-20,Norte,AC,7,0,4,0
184,2020-03-20,Norte,AM,3,0,0,0
185,2020-03-20,Norte,AP,1,0,0,0
186,2020-03-20,Norte,PA,2,0,1,0
187,2020-03-20,Norte,RO,1,0,0,0
188,2020-03-20,Norte,TO,1,0,0,0
189,2020-03-20,Sudeste,ES,13,0,2,0
190,2020-03-20,Sudeste,MG,35,0,6,0
191,2020-03-20,Sudeste,RJ,109,2,44,0
192,2020-03-20,Sudeste,SP,396,9,110,5
193,2020-03-20,Sul,PR,32,0,9,0
194,2020-03-20,Sul,RS,37,0,9,0
195,2020-03-20,Sul,SC,21,0,1,0
196,2020-03-21,Centro-Oeste,DF,100,0,13,0
197,2020-03-21,Centro-Oeste,GO,20,0,5,0
198,2020-03-21,Centro-Oeste,MS,16,0,7,0
199,2020-03-21,Centro-Oeste,MT,2,0,1,0
200,2020-03-21,Nordeste,AL,7,0,2,0
201,2020-03-21,Nordeste,BA,41,0,8,0
202,2020-03-21,Nordeste,CE,68,0,13,0
203,2020-03-21,Nordeste,MA,1,0,0,0
204,2020-03-21,Nordeste,PB,1,0,0,0
205,2020-03-21,Nordeste,PE,30,0,0,0
206,2020-03-21,Nordeste,PI,4,0,1,0
207,2020-03-21,Nordeste,RN,6,0,5,0
208,2020-03-21,Nordeste,SE,10,0,4,0
209,2020-03-21,Norte,AC,9,0,2,0
210,2020-03-21,Norte,AM,11,0,8,0
211,2020-03-21,Norte,AP,1,0,0,0
212,2020-03-21,Norte,PA,2,0,0,0
213,2020-03-21,Norte,RO,1,0,0,0
214,2020-03-21,Norte,TO,2,0,1,0
215,2020-03-21,Sudeste,ES,26,0,13,0
216,2020-03-21,Sudeste,MG,38,0,3,0
217,2020-03-21,Sudeste,RJ,119,3,10,1
218,2020-03-21,Sudeste,SP,459,15,63,6
219,2020-03-21,Sul,PR,43,0,11,0
220,2020-03-21,Sul,RS,60,0,23,0
221,2020-03-21,Sul,SC,51,0,30,0
222,2020-03-22,Centro-Oeste,DF,117,0,17,0
223,2020-03-22,Centro-Oeste,GO,21,0,1,0
224,2020-03-22,Centro-Oeste,MS,21,0,5,0
225,2020-03-22,Centro-Oeste,MT,2,0,0,0
226,2020-03-22,Nordeste,AL,7,0,0,0
227,2020-03-22,Nordeste,BA,49,0,8,0
228,2020-03-22,Nordeste,CE,112,0,44,0
229,2020-03-22,Nordeste,MA,2,0,1,0
230,2020-03-22,Nordeste,PB,1,0,0,0
231,2020-03-22,Nordeste,PE,37,0,7,0
232,2020-03-22,Nordeste,PI,4,0,0,0
233,2020-03-22,Nordeste,RN,9,0,3,0
234,2020-03-22,Nordeste,SE,10,0,0,0
235,2020-03-22,Norte,AC,11,0,2,0
236,2020-03-22,Norte,AM,26,0,15,0
237,2020-03-22,Norte,AP,1,0,0,0
238,2020-03-22,Norte,PA,4,0,2,0
239,2020-03-22,Norte,RO,3,0,2,0
240,2020-03-22,Norte,RR,2,0,0,0
241,2020-03-22,Norte,TO,2,0,0,0
242,2020-03-22,Sudeste,ES,26,0,0,0
243,2020-03-22,Sudeste,MG,83,0,45,0
244,2020-03-22,Sudeste,RJ,186,3,67,0
245,2020-03-22,Sudeste,SP,631,22,172,7
246,2020-03-22,Sul,PR,50,0,7,0
247,2020-03-22,Sul,RS,72,0,12,0
248,2020-03-22,Sul,SC,57,0,6,0
249,2020-03-23,Centro-Oeste,DF,133,0,16,0
250,2020-03-23,Centro-Oeste,GO,23,0,2,0
251,2020-03-23,Centro-Oeste,MS,21,0,0,0
252,2020-03-23,Centro-Oeste,MT,2,0,0,0
253,2020-03-23,Nordeste,AL,7,0,0,0
254,2020-03-23,Nordeste,BA,63,0,14,0
255,2020-03-23,Nordeste,CE,163,0,51,0
256,2020-03-23,Nordeste,MA,2,0,0,0
257,2020-03-23,Nordeste,PB,2,0,1,0
258,2020-03-23,Nordeste,PE,42,0,5,0
259,2020-03-23,Nordeste,PI,6,0,2,0
260,2020-03-23,Nordeste,RN,13,0,4,0
261,2020-03-23,Nordeste,SE,10,0,0,0
262,2020-03-23,Norte,AC,11,0,0,0
263,2020-03-23,Norte,AM,32,0,6,0
264,2020-03-23,Norte,AP,1,0,0,0
265,2020-03-23,Norte,PA,5,0,1,0
266,2020-03-23,Norte,RO,3,0,0,0
267,2020-03-23,Norte,RR,2,0,0,0
268,2020-03-23,Norte,TO,5,0,3,0
269,2020-03-23,Sudeste,ES,29,0,3,0
270,2020-03-23,Sudeste,MG,128,0,45,0
271,2020-03-23,Sudeste,RJ,233,4,47,1
272,2020-03-23,Sudeste,SP,745,30,114,8
273,2020-03-23,Sul,PR,56,0,6,0
274,2020-03-23,Sul,RS,86,0,14,0
275,2020-03-23,Sul,SC,68,0,11,0
276,2020-03-24,Centro-Oeste,DF,160,0,27,0
277,2020-03-24,Centro-Oeste,GO,27,0,4,0
278,2020-03-24,Centro-Oeste,MS,23,0,2,0
279,2020-03-24,Centro-Oeste,MT,7,0,5,0
280,2020-03-24,Nordeste,AL,9,0,2,0
281,2020-03-24,Nordeste,BA,76,0,13,0
282,2020-03-24,Nordeste,CE,182,0,19,0
283,2020-03-24,Nordeste,MA,8,0,6,0
284,2020-03-24,Nordeste,PB,3,0,1,0
285,2020-03-24,Nordeste,PE,42,0,0,0
286,2020-03-24,Nordeste,PI,6,0,0,0
287,2020-03-24,Nordeste,RN,13,0,0,0
288,2020-03-24,Nordeste,SE,15,0,5,0
289,2020-03-24,Norte,AC,17,0,6,0
290,2020-03-24,Norte,AM,47,0,15,0
291,2020-03-24,Norte,AP,1,0,0,0
292,2020-03-24,Norte,PA,5,0,0,0
293,2020-03-24,Norte,RO,3,0,0,0
294,2020-03-24,Norte,RR,2,0,0,0
295,2020-03-24,Norte,TO,7,0,2,0
296,2020-03-24,Sudeste,ES,33,0,4,0
297,2020-03-24,Sudeste,MG,130,0,2,0
298,2020-03-24,Sudeste,RJ,305,6,72,2
299,2020-03-24,Sudeste,SP,810,40,65,10
300,2020-03-24,Sul,PR,65,0,9,0
301,2020-03-24,Sul,RS,98,0,12,0
302,2020-03-24,Sul,SC,107,0,39,0
303,2020-03-25,Centro-Oeste,DF,160,0,0,0
304,2020-03-25,Centro-Oeste,GO,29,0,2,0
305,2020-03-25,Centro-Oeste,MS,24,0,1,0
306,2020-03-25,Centro-Oeste,MT,8,0,1,0
307,2020-03-25,Nordeste,AL,11,0,2,0
308,2020-03-25,Nordeste,BA,84,0,8,0
309,2020-03-25,Nordeste,CE,200,0,18,0
310,2020-03-25,Nordeste,MA,8,0,0,0
311,2020-03-25,Nordeste,PB,3,0,0,0
312,2020-03-25,Nordeste,PE,46,1,4,1
313,2020-03-25,Nordeste,PI,8,0,2,0
314,2020-03-25,Nordeste,RN,14,0,1,0
315,2020-03-25,Nordeste,SE,16,0,1,0
316,2020-03-25,Norte,AC,23,0,6,0
317,2020-03-25,Norte,AM,54,1,7,1
318,2020-03-25,Norte,AP,1,0,0,0
319,2020-03-25,Norte,PA,7,0,2,0
320,2020-03-25,Norte,RO,5,0,2,0
321,2020-03-25,Norte,RR,8,0,6,0
322,2020-03-25,Norte,TO,7,0,0,0
323,2020-03-25,Sudeste,ES,39,0,6,0
324,2020-03-25,Sudeste,MG,133,0,3,0
325,2020-03-25,Sudeste,RJ,370,6,65,0
326,2020-03-25,Sudeste,SP,862,48,52,8
327,2020-03-25,Sul,PR,81,0,16,0
328,2020-03-25,Sul,RS,123,1,25,1
329,2020-03-25,Sul,SC,109,0,2,0
330,2020-03-26,Centro-Oeste,DF,200,0,40,0
331,2020-03-26,Centro-Oeste,GO,39,1,10,1
332,2020-03-26,Centro-Oeste,MS,25,0,1,0
333,2020-03-26,Centro-Oeste,MT,11,0,3,0
334,2020-03-26,Nordeste,AL,11,0,0,0
335,2020-03-26,Nordeste,BA,104,0,20,0
336,2020-03-26,Nordeste,CE,235,3,35,3
337,2020-03-26,Nordeste,MA,10,0,2,0
338,2020-03-26,Nordeste,PB,5,0,2,0
339,2020-03-26,Nordeste,PE,48,3,2,2
340,2020-03-26,Nordeste,PI,9,0,1,0
341,2020-03-26,Nordeste,RN,19,0,5,0
342,2020-03-26,Nordeste,SE,16,0,0,0
343,2020-03-26,Norte,AC,24,0,1,0
344,2020-03-26,Norte,AM,67,1,13,0
345,2020-03-26,Norte,AP,2,0,1,0
346,2020-03-26,Norte,PA,13,0,6,0
347,2020-03-26,Norte,RO,5,0,0,0
348,2020-03-26,Norte,RR,8,0,0,0
349,2020-03-26,Norte,TO,7,0,0,0
350,2020-03-26,Sudeste,ES,39,0,0,0
351,2020-03-26,Sudeste,MG,153,0,20,0
352,2020-03-26,Sudeste,RJ,421,9,51,3
353,2020-03-26,Sudeste,SP,1052,58,190,10
354,2020-03-26,Sul,PR,102,0,21,0
355,2020-03-26,Sul,RS,168,1,45,0
356,2020-03-26,Sul,SC,122,1,13,1
357,2020-03-27,Centro-Oeste,DF,230,0,30,0
358,2020-03-27,Centro-Oeste,GO,49,1,10,0
359,2020-03-27,Centro-Oeste,MS,28,0,3,0
360,2020-03-27,Centro-Oeste,MT,11,0,0,0
361,2020-03-27,Nordeste,AL,11,0,0,0
362,2020-03-27,Nordeste,BA,115,0,11,0
363,2020-03-27,Nordeste,CE,282,3,47,0
364,2020-03-27,Nordeste,MA,13,0,3,0
365,2020-03-27,Nordeste,PB,9,0,4,0
366,2020-03-27,Nordeste,PE,56,4,8,1
367,2020-03-27,Nordeste,PI,9,0,0,0
368,2020-03-27,Nordeste,RN,28,0,9,0
369,2020-03-27,Nordeste,SE,16,0,0,0
370,2020-03-27,Norte,AC,25,0,1,0
371,2020-03-27,Norte,AM,81,1,14,0
372,2020-03-27,Norte,AP,2,0,0,0
373,2020-03-27,Norte,PA,13,0,0,0
374,2020-03-27,Norte,RO,6,0,1,0
375,2020-03-27,Norte,RR,10,0,2,0
376,2020-03-27,Norte,TO,8,0,1,0
377,2020-03-27,Sudeste,ES,47,0,8,0
378,2020-03-27,Sudeste,MG,189,0,36,0
379,2020-03-27,Sudeste,RJ,493,10,72,1
380,2020-03-27,Sudeste,SP,1223,68,171,10
381,2020-03-27,Sul,PR,119,2,17,2
382,2020-03-27,Sul,RS,195,2,27,1
383,2020-03-27,Sul,SC,149,1,27,0
384,2020-03-28,Centro-Oeste,DF,260,0,30,0
385,2020-03-28,Centro-Oeste,GO,56,1,7,0
386,2020-03-28,Centro-Oeste,MS,31,0,3,0
387,2020-03-28,Centro-Oeste,MT,13,0,2,0
388,2020-03-28,Nordeste,AL,14,0,3,0
389,2020-03-28,Nordeste,BA,127,0,12,0
390,2020-03-28,Nordeste,CE,314,4,32,1
391,2020-03-28,Nordeste,MA,14,0,1,0
392,2020-03-28,Nordeste,PB,14,0,5,0
393,2020-03-28,Nordeste,PE,68,5,12,1
394,2020-03-28,Nordeste,PI,11,1,2,1
395,2020-03-28,Nordeste,RN,45,0,17,0
396,2020-03-28,Nordeste,SE,16,0,0,0
397,2020-03-28,Norte,AC,25,0,0,0
398,2020-03-28,Norte,AM,111,1,30,0
399,2020-03-28,Norte,AP,4,0,2,0
400,2020-03-28,Norte,PA,17,0,4,0
401,2020-03-28,Norte,RO,6,0,0,0
402,2020-03-28,Norte,RR,12,0,2,0
403,2020-03-28,Norte,TO,9,0,1,0
404,2020-03-28,Sudeste,ES,53,0,6,0
405,2020-03-28,Sudeste,MG,205,0,16,0
406,2020-03-28,Sudeste,RJ,558,13,65,3
407,2020-03-28,Sudeste,SP,1406,84,183,16
408,2020-03-28,Sul,PR,133,2,14,0
409,2020-03-28,Sul,RS,197,2,2,0
410,2020-03-28,Sul,SC,184,1,35,0
411,2020-03-29,Centro-Oeste,DF,289,1,29,1
412,2020-03-29,Centro-Oeste,GO,58,1,2,0
413,2020-03-29,Centro-Oeste,MS,36,0,5,0
414,2020-03-29,Centro-Oeste,MT,16,0,3,0
415,2020-03-29,Nordeste,AL,17,0,3,0
416,2020-03-29,Nordeste,BA,154,1,27,1
417,2020-03-29,Nordeste,CE,348,5,34,1
418,2020-03-29,Nordeste,MA,16,0,2,0
419,2020-03-29,Nordeste,PB,14,0,0,0
420,2020-03-29,Nordeste,PE,73,5,5,0
421,2020-03-29,Nordeste,PI,14,1,3,0
422,2020-03-29,Nordeste,RN,68,1,23,1
423,2020-03-29,Nordeste,SE,16,0,0,0
424,2020-03-29,Norte,AC,34,0,9,0
425,2020-03-29,Norte,AM,140,1,29,0
426,2020-03-29,Norte,AP,4,0,0,0
427,2020-03-29,Norte,PA,18,0,1,0
428,2020-03-29,Norte,RO,6,0,0,0
429,2020-03-29,Norte,RR,16,0,4,0
430,2020-03-29,Norte,TO,9,0,0,0
431,2020-03-29,Sudeste,ES,60,0,7,0
432,2020-03-29,Sudeste,MG,231,0,26,0
433,2020-03-29,Sudeste,RJ,600,17,42,4
434,2020-03-29,Sudeste,SP,1451,98,45,14
435,2020-03-29,Sul,PR,148,2,15,0
436,2020-03-29,Sul,RS,226,2,29,0
437,2020-03-29,Sul,SC,194,1,10,0
438,2020-03-30,Centro-Oeste,DF,312,1,23,0
439,2020-03-30,Centro-Oeste,GO,61,1,3,0
440,2020-03-30,Centro-Oeste,MS,44,0,8,0
441,2020-03-30,Centro-Oeste,MT,18,0,2,0
442,2020-03-30,Nordeste,AL,17,0,0,0
443,2020-03-30,Nordeste,BA,176,1,22,0
444,2020-03-30,Nordeste,CE,372,5,24,0
445,2020-03-30,Nordeste,MA,23,1,7,1
446,2020-03-30,Nordeste,PB,15,0,1,0
447,2020-03-30,Nordeste,PE,78,6,5,1
448,2020-03-30,Nordeste,PI,16,3,2,2
449,2020-03-30,Nordeste,RN,77,1,9,0
450,2020-03-30,Nordeste,SE,16,0,0,0
451,2020-03-30,Norte,AC,42,0,8,0
452,2020-03-30,Norte,AM,151,1,11,0
453,2020-03-30,Norte,AP,8,0,4,0
454,2020-03-30,Norte,PA,21,0,3,0
455,2020-03-30,Norte,RO,6,0,0,0
456,2020-03-30,Norte,RR,16,0,0,0
457,2020-03-30,Norte,TO,10,0,1,0
458,2020-03-30,Sudeste,ES,72,0,12,0
459,2020-03-30,Sudeste,MG,261,1,30,1
460,2020-03-30,Sudeste,RJ,657,18,57,1
461,2020-03-30,Sudeste,SP,1517,113,66,15
462,2020-03-30,Sul,PR,155,3,7,1
463,2020-03-30,Sul,RS,241,3,15,1
464,2020-03-30,Sul,SC,197,1,3,0
465,2020-03-31,Centro-Oeste,DF,332,3,20,2
466,2020-03-31,Centro-Oeste,GO,65,1,4,0
467,2020-03-31,Centro-Oeste,MS,48,1,4,1
468,2020-03-31,Centro-Oeste,MT,25,0,7,0
469,2020-03-31,Nordeste,AL,18,1,1,1
470,2020-03-31,Nordeste,BA,213,2,37,1
471,2020-03-31,Nordeste,CE,390,7,18,2
472,2020-03-31,Nordeste,MA,31,1,8,0
473,2020-03-31,Nordeste,PB,17,0,2,0
474,2020-03-31,Nordeste,PE,87,6,9,0
475,2020-03-31,Nordeste,PI,18,4,2,1
476,2020-03-31,Nordeste,RN,82,1,5,0
477,2020-03-31,Nordeste,SE,19,0,3,0
478,2020-03-31,Norte,AC,42,0,0,0
479,2020-03-31,Norte,AM,175,3,24,2
480,2020-03-31,Norte,AP,10,0,2,0
481,2020-03-31,Norte,PA,32,0,11,0
482,2020-03-31,Norte,RO,8,1,2,1
483,2020-03-31,Norte,RR,16,0,0,0
484,2020-03-31,Norte,TO,11,0,1,0
485,2020-03-31,Sudeste,ES,84,0,12,0
486,2020-03-31,Sudeste,MG,275,2,14,1
487,2020-03-31,Sudeste,RJ,708,23,51,5
488,2020-03-31,Sudeste,SP,2339,136,822,23
489,2020-03-31,Sul,PR,179,3,24,0
490,2020-03-31,Sul,RS,274,4,33,1
491,2020-03-31,Sul,SC,219,2,22,1
492,2020-04-01,Centro-Oeste,DF,355,3,23,0
493,2020-04-01,Centro-Oeste,GO,71,1,6,0
494,2020-04-01,Centro-Oeste,MS,51,1,3,0
495,2020-04-01,Centro-Oeste,MT,27,0,2,0
496,2020-04-01,Nordeste,AL,18,1,0,0
497,2020-04-01,Nordeste,BA,246,2,33,0
498,2020-04-01,Nordeste,CE,444,8,54,1
499,2020-04-01,Nordeste,MA,52,1,21,0
500,2020-04-01,Nordeste,PB,20,1,3,1
501,2020-04-01,Nordeste,PE,95,8,8,2
502,2020-04-01,Nordeste,PI,18,4,0,0
503,2020-04-01,Nordeste,RN,92,2,10,1
504,2020-04-01,Nordeste,SE,20,0,1,0
505,2020-04-01,Norte,AC,43,0,1,0
506,2020-04-01,Norte,AM,200,3,25,0
507,2020-04-01,Norte,AP,11,0,1,0
508,2020-04-01,Norte,PA,40,1,8,1
509,2020-04-01,Norte,RO,9,1,1,0
510,2020-04-01,Norte,RR,22,0,6,0
511,2020-04-01,Norte,TO,12,0,1,0
512,2020-04-01,Sudeste,ES,96,0,12,0
513,2020-04-01,Sudeste,MG,314,3,39,1
514,2020-04-01,Sudeste,RJ,832,28,124,5
515,2020-04-01,Sudeste,SP,2981,164,642,28
516,2020-04-01,Sul,PR,224,3,45,0
517,2020-04-01,Sul,RS,306,4,32,0
518,2020-04-01,Sul,SC,235,2,16,0
519,2020-04-02,Centro-Oeste,DF,370,4,15,1
520,2020-04-02,Centro-Oeste,GO,73,1,2,0
521,2020-04-02,Centro-Oeste,MS,53,1,2,0
522,2020-04-02,Centro-Oeste,MT,36,0,9,0
523,2020-04-02,Nordeste,AL,18,1,0,0
524,2020-04-02,Nordeste,BA,267,3,21,1
525,2020-04-02,Nordeste,CE,550,20,106,12
526,2020-04-02,Nordeste,MA,71,1,19,0
527,2020-04-02,Nordeste,PB,21,1,1,0
528,2020-04-02,Nordeste,PE,106,9,11,1
529,2020-04-02,Nordeste,PI,19,4,1,0
530,2020-04-02,Nordeste,RN,105,2,13,0
531,2020-04-02,Nordeste,SE,23,2,3,2
532,2020-04-02,Norte,AC,43,0,0,0
533,2020-04-02,Norte,AM,229,3,29,0
534,2020-04-02,Norte,AP,11,0,0,0
535,2020-04-02,Norte,PA,46,1,6,0
536,2020-04-02,Norte,RO,10,1,1,0
537,2020-04-02,Norte,RR,26,0,4,0
538,2020-04-02,Norte,TO,12,0,0,0
